,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,Imgonnawin,02/17/2020,I don’t know where to start ,"Hello everyone,
I want to thank you in advance for any advice given.
However, recently I’ve realized I think I have an eating disorder. I am 21 year old senior in college and my roomates have started to notice. I want to change my behaviors and become healthy but I don’t know how. My two roomates that do know are wanting to help in any way they can but don’t know how and I don’t either.
I am a person who has never been happy with myself or appearance. I work hard to make sure everyone is happy around me and I am a perfectionist in everything I do.
I am working on getting therapy however my school only offers it every other week so beginning treatment is kind of hard.
I need help as I want to eat again but calories scare me. I record everything I eat, I work out at least once everyday, and I don’t eat much but when I do I eat alone and often feel guilty after eating. I especially find myself feeling awful if I eat something like chocolate or cookies and find myself back at the gym due to guilt. Over the last couple days, I’ve taken laxatives as well.
Today I was really wanting to try and went to the store to buy something to try to eat, but I always found myself checking calories on the back and putting everything back including healthy things.
Any advice I can have to get me back on the right track and not be afraid to eat would be appreciated.",_admin_moderator,"Mon,02/17/2020-8:27pm",Edited your post!,"Hi Imgonnawin - welcome to the forums. We’re glad you’re here. Your post had to be edited slightly because it contained ED details that can be triggering to others. Please take a moment to review our community guidelines here. In addition to our forums, we wanted to make sure you knew about the NEDA Helpline! Helpline phone hours are Monday-Thursday from 11AM to 9PM ET, and Friday from 11AM to 5PM ET. Helpline chat hours are Monday-Thursday from 9AM to 9PM ET and Friday 9AM to 5PM ET. And please continue posting!",,,,,,,,,,,,,,,,
11,kereru,02/20/2020,"""You look good!""","I thought I could just sneak back here and pretend nothing had changed. Pretend that I always looked this way. That the last five years never happened. Nope. That’s not allowed. I got...“You look amazing!”“You look well!”“You look good!”Compliments? No. No they are not. This is how everyone says to me, “WOAH, YOU PUT ON SOME WEIGHT, GIRL! OBVIOUSLY NOT WORKING OUT ANYMORE, HUH? NOW YOU LOOK LIKE EVERYONE ELSE!”There is no way I can communicate how torn up I am when I hear this. Nobody can understand how “You look good!” could be anything short of a nice thing to say. Except they do know. They do. They KNOW that they’re saying, “You put on weight.”They know that they’re saying, “You’re not skinny now.”They know that they’re saying, “You quit trying.”I have not quit trying. Okay, I no longer run long distances a day. Now I only run  X km on weekdays, plus the gym, plus a a walk. On weekends it’s a X km run, plus a X km walk. Okay, I don’t restrict myself as much. Now, I restrict until lunchtime and then I eat some food. And sometimes, I won’t purge. What have I got for all this? And nobody can let me forget it. .... anybody else feel like this?",_admin_moderator,"Thu,02/20/2020-8:53am","Dear kereru, we would like to","Dear kereru, we would like to inform you that we edited your post to remove language (numbers, mentions of food) that could be triggering for other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,,,,,,,,,
12,gretchs13,02-12-20,12 Years in the Works,"I was 11 years old when I wrote a list of what ""hot"" girls had. That list has destroyed me. It has continued to affect me for 12 long years. When I started my ""recovery"" journey, I was 17 years old. My high school boyfriend found my food diary, and confronted me about it. He convinced me to talk to my mom about it, who convinced me to talk to a physician. I had blood work done and we talked and ultimately she unofficially diagnosed me with disordered eating, which I later realized was binge eating disorder (a diagnosis that wasn't as popular as anorexia and bulimia at the time). The summer following my senior year of high school, I took part in a 12 week discussion group with a life coach and a group of other women who had similar food problems. And this type of therapy really helped me. I was the most confident and most happy I had been in a very long time. My first year of college was great - I ran my first marathon, I worked out consistently, I met my now-husband, I joined the club soccer team, and I spent very little time thinking about food. At some point after my first year of college, things went down hill.
Here I am, 22 years old, and more miserable than I ever have been in my life. I don't know what to do.",_admin_moderator,"Thu,02/13/2020-10:00am","Dear gretchs13, we would like","Dear gretchs13, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,,,,,,,,,
13,daisypatterson,02/13/2020,BED ,"hi, I’m daisy. I’m 17 years old and I suffer from BED. An eating disorder that eats me, and anyone around me. I hate that I can’t just eat normal. I mean I wish that I could just eat junk food with my family and not feel so guilty afterwards. I hate it. One day I’ll binge and feel so disgusted of myself, so the next day I restrict. I’ll restrict for hours and day's, then I get this urge to eat anything and everything. So, I do, then I restrict. It’s this cycle that just kills me, drains me. I isolate myself from my family and friends because I think about all the food I ate, and just think they’ll see. They’ll know I ate so much food and just judge me, they’ll think that I’m disgusting. So I told my mom about my eating disorder, told her everything about it. How it makes me feel, how I hate myself for it, and just everything. I thought, ‘she’ll help. She’ll get me help and fix me.’ But she didn’t. All she suggested was that I go on ‘a type of diet’ because I’ll lose weight and I wouldn’t be allowed to eat some types of food, so it would help me not get these urges. I didn’t want to tell her that, that dieting wasn’t going to fix my ED. So, I nodded and said I’ll think about it. Since then she’ll ask me how I’m doing with my ED and I’ll say something like, “oh, you know great. It has definitely helped.” She thinks that if I lose weight I’ll stop hating myself, that if I lose weight I would stop getting  these urges to eat so much. Sometimes it has me thinking, is she right? If I just lost weight would I be happier and just not want to eat so much food in one sitting? Would this eating disorder just disappear? Maybe she is right, I don’t know. I don’t know much of anything now. Is BED supposed to hurt so much? Is it supposed suck this much? Is it supposed to make you feel alone? Or is that just me? I want to recover from this, the healthy way. But how do I do that?",_admin_moderator,"Fri,02/14/2020-3:42pm","Dear daisypatterson, we would","Dear daisypatterson, we would like to inform you that we edited your post to remove the name of the diet, which could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,,,,,,,,,,,,,
14,alyssajoy99,02-09-20,Possibly TMI ,Has anyone noticed an increase if mucus on/in their stool during refeeding??,_admin_moderator,"Mon,02/10/2020-10:40am",Medical Symptoms,"Hi alyssajoy99 - you mentioned some medical symptoms in your post, for which you may want to speak to a medical provider. The following are just some of the signs of a serious problem that demands immediate medical attention:
If you experience anything above, we highly recommend seeking help from a medical professional as soon as possible. Seek medical help soon on an outpatient basis if you:
 Please do not hesitate to call the NEDA helpline at 1-800-931-2237 (Monday-Thursday 11:00am-9:00pm, Friday 11:00am-5:00pm EST) if you need help finding resources. Please take care.",,,,,,,,,,,,,,,,
15,London1621,02-02-20,Can't stop,binge eating. Want to give up.,_admin_moderator,"Mon,02/03/2020-2:20am",London1621,"Hi London1621 - we’re so sorry to hear you’ve been feeling like this. You mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need support:Please take care of yourself. You are not alone. ",,,,,,,,,,,,,,,,
16,janesaddiction9696,02-05-20,Binging and Purging ,"Hi there,
My relationship with food has been lackluster lately, so I decided to sign up to seek helpful conversation on this forum. I've maintained my weight for about 7 and a half months now, which is the longest I've been able to maintain a relatively healthy weight, but I've been doing it through binging a couple of days, then restricting on the other ones. I know I have a problem and I need to work on my eating habits. Yesterday was the last in a string of really bad days eating-wise, and today I decided to do something different in signing up for this forum, because I often feel like my internal struggle is just that, and that everyone around me is closed off from my disorder. Last night I bought snacks from the local convenience store and ate them all, along with tea. Before that I had more food. The gentleman behind the counter commented on how much sugar was in the snack and I, out of shame, told him that they were for a family member and I was bringing it home for them. I just tried to keep in mind that he didn't know the true nature of my mental situation, and that some people are just ignorant when it comes to the concept of an eating disorder. I thought about it a lot when i went home, secluded myself in my bedroom, and ate all.Now I'm just trying to stay on track because I know prom is coming up and I want to be able to fit into my dress. I'd like to loose X pounds or so, but I'm also trying to remember that my disorder is a vicious cycle; feel bad about your weight, eat less, feel hungry and have cravings, binge, repeat. Old habits die hard though.",_admin_moderator,"Thu,02/06/2020-9:56am","Dear janesaddiction9696, we","Dear janesaddiction9696, we would like to inform you that we edited your post to remove weight and height numbers, as well as details about specific food items since they could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post!  ",,,,,,,,,,,,,,,,
17,Samira,02-03-20,Stuck,"Hello,I am new to this forum and hoping that perhaps I might be able to connect with fellow travellers who may offer some enlightenment through their own struggles.I am an adult university student with life long chronic anorexia, at times modified by bulimic and binging behaviours. I have destroyed most opportunities in my life by being trapped in my insane behaviours, including hoarding food, ritualized and restrictive eating, etc. and my thin appearance.I am going through a particularly bad patch - augmented by depression, intense loneliness (as I have alienated most people except my mother, really), seasonal affective disorder, fear, and anxiety - all problems I have grappled with since childhood drifting in and out of care, better and worse periods.I have been starving myself more lately.Part of the problem is that I cannot get any physical activity due to extreme amounts of homework and work that have consumed my life - as school usually does - and play havoc with my mind. I feel I cannot eat because I cannot get any exercise.I am scared about what is happening. I have lost all muscle tone, I'm very underweight. I can barely get up in the morning. My legs and arms and everything is weak and heavy, even when I do eat. I fear waking in the morning in the dark early hours to get to school and work. I don't know what to do.School is feeding into this cycle and I just want to curl up and disappear, but I have no one to talk to.What is going on with me? What should I do? Any words anyone might have would be appreciated.Thank you",_admin_moderator,"Mon,02/03/2020-8:41pm",Welcome and take care!,"Samira - welcome to the forums. We are sorry you're struggling, but are glad you're here. Your post mentioned some concerning feelings, and we wanted to make sure you know there are resouces available to you:
Also, your post mentioned some concerning physical symtoms. The following are just some of the signs of a serious problem that demands immediate medical attention: •accidentally or deliberately caused themselves a physical injury •become suicidal •confused thinking and is not making any sense •delusions (false beliefs) or hallucinations (experiencing things that aren’t there) •disoriented; doesn’t know what day it is, where they are or who they are •vomiting several times a day or has uncontrollable vomiting or diarrhea •experiencing dizziness or fainting spells •too weak to walk or collapses •painful muscle spasms •complaining of chest pain or having trouble breathing •blood in their bowel movements, urine or vomit •a body mass index (BMI) of less than 16 •an irregular heartbeat, and fast heartbeat, or very low heart beat (less than 50 beats per minute) •cold or clammy skin indicating a low body temperature or has a body temperature of less than 35 degrees Celsius/95 degrees Fahrenheit. If you experience any of the above, we highly recommend that you seek medical attention as soon as possible. Another option is 911. Seek medical help soon on an outpatient basis if you: •have significant heartburn and/or a burning sensation after eating •have other gastrointestinal concerns •have high blood pressure •struggle with significant joint or muscle pain •have difficulty sleeping (falling and/or remaining asleep) •struggle with fatigue, sudden weight gain, and/or hair loss •have frequent urination or unquenchable thirst •have gained and lost significant weight repeatedly •have gained significant weight in a short period of time •struggle with chronic diarrhea or constipation.Lastly, your post had to be edited as it contained specific ED behaviors that can be triggering to others - please take a moment to review our Community Guidelines here.Because you're new here, we wanted to make sure you know about the NEDA Helpline. Helpline phone hours are Monday-Thursday from 11AM to 9PM ET, and Friday from 11AM to 5PM ET. Helpline chat hours are Monday-Thursday from 9AM to 9PM ET and Friday 9AM to 5PM ET.Please continue posting and take care. We hope you feel better soon.",,,,,,,,,,,,,,,,
18,danaaxox,01/20/2020,Scared and confused,"Hi there,I guess I’ll just get right into it. For the past 8 years I’ve  been in a terrifying binge/diet/starve cycle. I have been chronically dieting since the age of 15 and I am 23 now. I have been on every diet imaginable. I think it’s important to mention that I have debilitating hypochondriasis (health anxiety). My health anxiety scares me so much that I’m terrified of certain foods because I’m always scared I have some type of illness or disease so my main goal with diets recently have been those god awful “anti-infalmmatory” diets. However, when I was 15 the goal was just to be as small as possible. I remember my main goal was to have a body like a model. That’s all I cared about. However, when I graduated high school and transited into early adulthood that’s when my anxiety started and instead of trying to be the smallest size I could be (although I won’t lie that was still the goal) I made the excuse that I was doing what I was doing for “health reasons”. I just wanted perfect health in every physical way. The kicker though was that I was already healthy but my anxiety wouldn’t allow me to believe that. After years of binging, then starving, sometimes for days, binging again and then starting a new diet that would only last a few days before extreme hunger settled in and the cycle would continue, I am literally ill. Low thyroid hormone, headaches every day, irregular periods, panic disorder. And worst of all (I apologize in advance about negative talk regarding weight), I have actually gained X pounds over these past 8 years when my goal was to lose a bunch of weight. Food terrifies me completely now. My dad has noticed I’ve been lying when he asks if I’ve ate and I say yeah but I really didn’t. About a year ago I had something happen that made everything worse. My mom found out about my binges one day when I was out. I was absolutely mortified. She said she just wants me to be healthy. But I know that means dieting and exercising more. When I already do both in excess and these binges are a result. Basically I am at my wits end. I haven’t eaten very much the past few weeks cause I’m just disgusted with myself and scared of most foods. My stomach hurts so bad because it’s so empty. I’m genuinely in need in help. I’m willing to get it. But because I’m overweight, I don’t know where to go to get help. My doctor is incredibly fatphobic. I have no clue who to ask or how to get a proper diagnosis. I would greatly appreciate any help or advice. Thank you so much! P.S. sorry if this sounds all over the place I was writing this as I was crying in a panic.",_admin_moderator,"Tue,01/21/2020-12:51pm","Dear danaaxox, we would like","Dear danaaxox, we would like to inform you that we edited your post to remove weight numbers, details about disordered eating behaviors as well language that could be triggering to other users. You can review our community guidelines here. We also encourage you to contact the NEDA Helpline if you are looking for treatment options. You can call 800-931-2237 or chat online here. Helpline hours are Monday-Thursday 9am-9pm ET and Friday 9am-5pm ET. ",,,,,,,,,,,,,,,,
19,siejwiatr,01/29/2020,Do i need recovery?,"Hi everybodyI think that I already know the answer but I just have to be sure.
My story is typical - undereating and overexercising for few months, lost a lot of weight and then my period dissapeared. That was in the middle of 2018. I started to take some pills, gain a little weight by eating more and exercise a little less as well but still there was no sign of period. Half a year ago I got some 'heavier' hormons stuff and finally suceeded in bleeding:) That came along with getting on weight like really fast (really scary). Then in december I stopped taking these hormones (as my doctor suggested) and finished with practically all exercising, yet  it is now the end of january and yeah, no period again.
What's more even though i am now X lb heavier than before dieting, I am still thinking about food more than (i guess) a 'normal people' do.Do I need to eat more, rest more?
I would be like really really grateful guys for any kind of answet to this topic(and i'm sorry from my english as i am not a native speaker)",_admin_moderator,"Wed,01/29/2020-12:32pm","Dear siejwiatr, we would like","Dear siejwiatr, we would like to inform you that we edited your post to remove language that could be triggering to other users. You can review our community guidelines here. Thanks for your understanding and please continue to post! ",,,,,,,,,,,,,,,,
20,London1621,01/26/2020,I,feel worthless.,_admin_moderator,"Sun,01/26/2020-11:42pm",London1621,"Hi London1621 - we’re so sorry to hear you’ve having a difficult time. You mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need support:
Please know you are not alone, and take care of yourself.",,,,,,,,,,,,,,,,
21,London1621,01/25/2020,Why?,"Why do we binge eat? Because we can't make that stupid voice inside our head go away. We try and try to not give into it, and we do. Why?? Sorry just upset because I binge ate two times today and now I hate myself and feel worthless.",_admin_moderator,"Sun,01/26/2020-11:44pm",London1621,"Hi London1621 - we’re so sorry to hear you’ve struggling with these feelings. You mentioned some concerning feelings, so we wanted to make sure to post information about resources if you need support:
Please take care of yourself. You are not alone.",,,,,,,,,,,,,,,,
22,Kyrie,01/27/2020,"Not sure if I belong here, but...","Hi, all. I’m Kyrie.   My whole life, I’ve struggled with remembering to feed myself.  Sensory integration issues have been a curse, too.  I do not think too much about how many calories I take in, but I know I’m underweight and not eating enough.  Sometimes I feel like I go on “inverse binges” — periods of time where I eat nothing, have a little bit of food if something prompts me, then feel like I can’t eat anymore; I end up avoiding food for an hour or two due to a fear of throwing up/having diarrhea.   I’m wondering if maybe I can find a place here?
If this is wrong, or if I have a misunderstanding of what disordered eating can be, I’ll go.  Simple as that.  ^^",_admin_moderator,"Mon,01/27/2020-9:29pm",You belong!,"Hi Kyrie - tryingtobebrave is right! Please know that the NEDA helpline is available to you at (800) 931-2237, open Monday-Thursday 9AM-9PM EST and Friday 9AM-5PM EST. During these hours you can chat with us also by clicking the chat now option at the top right hand corner.",,,,,,,,,,,,,,,,
23,lucyjennifer,01/23/2020,Want to recover but don’t want to tell anyone about my ED?,"This is my first post on here and I’m not really sure how this works, so bare with me. I’m a 16 year old girl struggling with ana, and I sort of feel like I’ve hit rock bottom recently, like I essentially have to choose to recover, or to die. I get it, of course recovery is the only option here – I don’t want to die. But I don’t want to tell anyone about my ED. Literally nobody knows. I’m currently living with my family who are all so, so supportive of me and I know if I reached out, they’d support me and want to help me, but I can’t bring myself to do it without feeling like a burden. I also am currently seeing a therapist for general mental health issues, and I can’t bring myself to tell her. My situation appears so simple. I have a massive support system, I’m seeing a qualified psychologist/therapist, my family can probably afford sending me to treatment if it came to it (that’s another reason I’m scared to reach out for help)- why wouldn’t I reach out?  I just can’t burden my family (especially my parents) with my ED. They’ve already bent over backwards to help me with other mental health issues (depression, anxiety, etc), I’d feel like such a pain for being like, “oh yeah, by the way, I’ve also been struggling with anorexia for the past year and a half!”. Also, even though we are a fairly financially stable family, I know money is tight for my parents right now and seeking professional help for my ED would just be more weight on their shoulders. Another thing is that my mum would blame herself for my ED. A while back, she sort of expressed concern about how I looked as though I’d lost weight (I brushed it off and said I hadn’t been trying to lose weight and that I’d probably just grown taller) and she said that it had always been a worry of hers that her issues with her body (she’s a chronic dieter, and recently had weight loss surgery) would rub off on me and my sister. And I just... I couldn’t bare knowing that I’d be making her feel that way. Because it’s not her fault. I don’t feel comfortable telling my therapist about my ED for numerous reasons: 1), I think she has an ED herself, or definitely at least struggles with disordered eating. She’s a chronic dieter and has lost heaps of weight throughout the time I’ve known her, and has made it clear to me she was trying to lose weight, and 2) she’s the sort of therapist who you’re only supposed to see for a short period of time, until you’ve “gotten better” (???) e.g. gained good coping skills etc., and I’ve already dragged it out long enough that I just feel bad every time I email her askinf to see her, because at the end of our sessions she’s always like “you seem to be doing a lot better. Remember you can always email me but if you feel you don’t need me anymore...” blah blah, and ugh. I just feel like a bother to everyone. And, on top of all of this, even though in my heart I know I want to recover, I’m so terrified to let go of my ED. This whole post is pretty dumb, and I realise how privileged I sound. I just don’t know what to do. I don’t even know what I’m expecting people to respond. I just feel so stuck. And so alone.",_admin_moderator,"Sun,01/26/2020-11:46pm",NEDA Helpline,"Hi lucyjennifer, we want to make sure you know the NEDA Helpline is an option to talk about finding support and resources. It can be reached at 800.931.2237 or chat with them online (http://www.nationaleatingdisorders.org/helplinechat) M-TH 9-9 EST and F 9-5 EST. Please don’t hesitate to reach out, and take care.",,,,,,,,,,,,,,,,
