,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
10,Magelle17,10/13/2021,"I dont know where to start or if it's a ""thing"" ","I've spent the past few years in and out of every doctors office possible trying to get a diagnosis for why my body has suddenly revolted. I went from being an athlete and fun stay at home mom to barely able to lift my toddler and unable to work. I've been diagnosed with multiple autoimmune diseases as well as mitochondrial disease. I know my body needs more food to supply healing but I feel sick when I don't eat and sick when I do. I have to be on a restricted diet because my levels were toxic. I eat super clean but I also moderate food groups. I can get in my calories for the day and even then I feel overfill and sick. I'm so bloated and uncomfortable all the time. That's just the tip of the iceberg. I'm honestly afraid to try any sort of food because of how I may react and I don't want to feel worse. I have done different diets and food groups for years as well. No one has any answers. I want to get better. But I feel like my fear of food is out of control. It makes me SO SAD because I LOVE cooking and baking for my family, yet I eat none of it. I honesty just want my life back.",Magelle17,"Thu,10/14/2021-8:48pm",I'm so sorry!! Thank you,I'm so sorry!! Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Braviary18,10-09-21,Simple meal ideas?,"This is my first time posting on a forum like this, I'm really nervous to submit this but I'd really appreciate some help or feedback or even some kind words.I struggled with bulimia for a couple years in college. It started with dieting and counting calories until it progressed to throwing up almost all day long, everyday. I was always hungry and the only thing I could think about was what food I was going to eat next and how I would purge. I tried stopping at various times, but could never quite fully pull myself out of the hole I dug around me. I dated a few guys in that time and each time they found out, they were really angry with me and the relationship would end shortly after. I felt like a ticking time bomb.One day I started dating the guy of my dreams, a guy I had a crush on since I was 14 and it turned out he liked me the whole time too. I decided to fully quit bulimia. Of course I had some slip-ups in the first week of trying, but eventually I stopped puking. I had to learn how to eat fast and sugary food again without feeling sick. I had to learn how much food was a normal amount because I hadn't felt full in years. The first time I felt full and let myself digest my food I cried because it had been so long since I felt 'normal'.I started recovery on my own, but after I felt confident eating and digesting food I eventually told my boyfriend and he was perfectly wonderful about it. I had to teach him my needs, but he never made me feel bad. By the way, he lives in Massachusetts and I live in Texas. He FaceTimed me for every meal and told me I was beautiful and perfect every single time I started worrying about my weight.Over the summer I got a job in Massachusetts and lived with him in a tiny room in a house he shared with 4 guys. It was hard at first and there was even a time I almost gave up because he didn't understand I needed to eat at the same time everyday because otherwise I wouldn't eat at all. We talked it out and developed a plan. It ended up working out and I got used to living with the perfect, most loving, caring person.Summer ended and I had to go back to Texas for my last semester of college. I'm doing well in my classes because I don't skip and I always get my work done, but I'm struggling with eating again. For some reason almost all food looks gross to me. I don't think I'm eating nearly as much as I should be even though I'm really trying. I was really happy with my weight, but now I'm almost back to my high school weigh. I've never really struggled with anorexia before, but that seems to be my new problem. I'm not sure if it's because I'm sad from missing my boyfriend or scared of food because of my past relationship with it, but something's definitely wrong. I used to always be hungry and now I never am. Yesterday I felt sick while sitting at my computer, so I stood up and my vision went black at the edges. I crumpled to the floor and dropped everything in my hands and waited on the floor in the fetus position for the feeling to go away. I ended up taking a nap and ordering food for dinner and then sleeping very early. I feel alright now, but a little shaken. I think I'll feel better if I get back into a routine of eating at the same times everyday, but I've never been a very good cook and usually just ate microwavable meals. The problem is that type of food just looks gross to me now. I was hoping some of you might have some simple, fresh meal ideas for a recovering bulimic/possible anorexic that I could make easily. The less complex the better. Thank you for reading, sorry it's long.",ilostmyself.98,"Wed,10/13/2021-10:02am",your not alone,"I can relate to you so much I actually had to drop my classes this semester because I was getting to overwhelmed with School, my daughter, my health and looking for a place. I have alarms set to help me eat that way I dont feel like I have to rely on my man to tell me. This transforms from being dependent on him to being independent and reaching recovery for myself. I also use supplement to help me get the nutrients protein and anything else I may not be getting enough of from meals. (sometimes I miss meals because I tend to overwork myself)im not the best cook either I like to use Pinterest for some recipes and cook books but you can always make your own cook book with your favorite dishes you find from Pinterest.no im going to take my own advice and try to us it for myself cause I've been going through the same thing.I hope this helps! <3you got this I believe in you and you are not alone in this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,kat167mar,10-04-21,i might have eating disorder ,"I lost lot of weight in past month not on purpose but because i feel disgusting when i eat, i want to gain weight but i just can't force myself to eat. i just feel like i have problem in my head but at same time i think i am just overreacting. am i overreacting?",kcporter6,"Wed,10/13/2021-8:39pm",kat,"Ultimately, all that matters is if it is distressing for you. If you can maintain healthy habits with low/no stress, then you are good to go. For you, I'd say, if eating is a hard time for you, that isn't exactly ""normal"". There are a lot of questionnaires online to gauge how you feel about body image, eating, exercise, etc. If you are able to, contacting a therapist for a consult is always helpful. It is always better to heal food issues early before they are fatal. Hope this helps!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Allexkat96,09/26/2021,I feel I will never get control ,"I have had a food addiction/binge eating disorder for longer than I can remember. I can't put my finger on a time in my life that it started just when I realised, and that was about 3 years ago, im 25 now. I don't know how to begin recovery but I want it bad. I want to be healthy and not have such an obsession over food. I wanna just eat to live and not the other way round. Because of covid and being at home all the time I have put on about X pounds. despite my ED was able to maintain a relatively healthy weight. Now however I don't wanna leave my house, im obese and all I think about is food and crave the feeling of being full. I guess I need help on where to start or maybe some tips to recovery. TIA",2Healthy4me,"Tue,09/28/2021-7:05pm",Me Too,"I guess we just have to try harder to have a healthier outlook on our lives, beginning with our bodies and what we feed them.....?",AJ1820,"Sun,10/03/2021-2:06pm",I get it!,"I resonate with everything you've said! It's so frustrating knowing I'm not hungry but still continue eating. I know what I should eat to be more energetic, less bloated, and in a better mood but just keep rolling back to junk that leaves me tired, cranky and dissatisfied.",2Healthy4me,"Sat,10/09/2021-5:59pm",Perhaps it's Time for an Annual Physical Med Check Up?,"There could be a number of things making you feel this way. A start would be to get a check up from a general physician. Then check in w/ a counselor or nutritionist and f/o how to better nourish yourself. There is all kinds of info if you Google a key word like Nutritious Eating, or Recipesfor your eating preferences. Are you in therapy. 1 on 1 therapy has helped me a lot. The physical issues are part of my aging process. But I also had relatives who suffered from health issues so you just never know. They do blood work and labs to check all functionsand alert you if there is a need for any extra meds, or treatment at the doctor's. GOOD LUCK on your Healing Journey",LSBW8814,"Mon,10/04/2021-4:40pm",Hello,"Hi, I can relate very much. I have been calling off work because of my depression and binging and it's super embarrassing because I don't feel like the people at work will understand. Thing is, I know exactly what I need to do, or at least the first right step but I don't feel like I can do it. Maybe asking for help is okay and good.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,djinniboo,10-07-21,I really need help..,"Hey guys...
I am a 47 year old anorexic woman. I had anorexia in my teens, which I had to be hospitalized for. I am normal height and I got down to a very low weight. At age 17, I got help and started recovery. I was under the assumption that I had fully recovered because I was able to eat intuitively throughout most of my adult life. But there were a few periods where I fell back into anorexic behavior, so my trajectory should not be too surprising.
2 years ago I got out of an abusive marriage. Like many people who suffer from eating disorders, I have experienced trauma. My parents were alcoholics, I was sexually and verbally abused and I have endured 3 divorces, not to mention the 6 divorces my mother went through while I was growing up. Stability was in limited supply and, put mildly, I have been through hell.
So, after the domestic violence incident in 2019, I spiraled back down into anorexia. Unfortunately, I cannot seem to find my way back out of it. I have a daughter, so I worry what influence this might have on her. I am currently receiving counseling but can't seem to stop. I count calories obsessively, overexercise, cut up my food, consume caffeine all day... you guys know how it goes. But I am angry at myself because, while I know that what I am doing is harmful and desperately want to stop...I just can't seem to.
I need help. This is impacting my ability to function. The only part of my life that seems to be thriving is my family life (for which I am grateful), but I wonder what affect this is having on them?
Incidentally, I am a very thin (but not dangerously underweight) woman, so no one outside of my family or therapist would suspect I struggle with this. Truth be told, I am of two minds. On an emotional level, being thin is satisfying. Note the word FEEL. It makes me FEEL attractive and FEEL like my life is in control. However, I KNOW (logically) that the feelings of control are an illusion, I KNOW that I am probably more attractive when my skin has color and I'm healthy and I KNOW that this is destroying me from the inside out. So, if I know this, why can't I stop?! This obsessive cycle comes at the cost of hurting my family, not to mention MYSELF. I always feel cold, I've lost so much hair, I am unable to sleep or concentrate and I'm destroying my body from the inside out. No one should feel happy when they see their ribs and chest bones! This is really difficult. I want to have my life back. I miss eating food and feeling FREE and happy.",Annet,"Fri,10/08/2021-9:21pm","Hi djinniboo,","Welcome to the forums and congratulations on so many years that were anorexia-free.
Once, I heard a therapist saying that full recovery from eating disorders is possible. Like we all can recover from a cold or a broken leg. However, we can experience a cold or break another leg later in our life.Anorexia seems to be back to your life but it may be just a lapse. You already overcame it once and I am sure you will overcome it again. You are getting treatment, you are fed up of the illness, what is that you are still afraid of doing in order to get your life back?If you are fearful of eating or not working out, do it now. The more you challenge your ED, the sooner you will be able to get rid of it. I know it is not easy. I perfectly get it. I am 41 and have had all types of eating disorders. I have been fine sometimes and I have relapsed others. But each relapse has come with a lot of learnings. I know that the older I get, my body can tolerate less the side effects of my ED. I know that an ED can steal the joy of my life. I know that an ED can make me so depressed to feel like wanting to die.So, start challening your ED, NOW. Don't leave it for tomorrow. We have it always in our back pocket. We use it when life gets hard. But our experience has shown us that it is not the way out.I send you a big hug. Keep fighting!Annet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Tryingtoheal,09/18/2021,Depressed kid ,How have you been doing lately?,H.Maria,"Sun,09/26/2021-3:37pm",Hi you,I'm kind of mad. I felt like I was feeling better than in a long time and I felt like I had some sort of control again.. Then I decided to have fun with my friends and we went to a restaurant and everything was lovely. But today I just feel like I can't do anything fun anymore. I feel terrible about the amount of food I ate and the fact that I didn't exercise because I was with my friends.. This just takes too much energy.But that is how I'm doing right now.Please do also tell how you are doing? Tell if somethings on your mind but if everything is going well tell that also. It would be nice to hear something good.,Tryingtoheal,"Thu,09/30/2021-8:29pm",New name?,"It's good hearing from you.   In regards to my eating disorder recovery,  I've been doing really well.   In terms of trauma,  I'll be going inpatient for major ptsd on Friday.   I am really struggling.   Lots of flashbacks and body memories.   Night is hell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2Healthy4me,07-10-21,My OB-GYN exam left me in a Bad Space yesterday..............,"Firstly, I went to see my OB-GYN yesterday. We discussed my fibroids. Good news is that they are smaller then when evaluated a few yrs ago. Then , of course, like every OB-GYN exam, which is always so intimidating to me. I Never have adjusted to this invasive type of annual exam.Good news is the Dr said that everything LOOKS OK but if begin having a severe period or painful abdominal that I must race to the ER where they may do a spring cleaning of my old lady parts and then that shall be the end of that problem once and 4 ALL.....The bad news is that I have gained a lot of weight since she saw me last. I felt Very Ashamed sitting naively and having this bad news thrust upon my ears and then my stomach began to tighten and I thought that I would race out to the nearest bathroom and purge. Secondly, it felt like my restricting ED was triggered all over again from the bearer of this scary, truthful news about my issue of having become overweight in the last few yrs since she had seen me last.I last saw her when I was at the ER for severe pain in my stomach. My med chart states that I actually had a diverticulitis flare up and was internally toxic. I felt so bad, the EMT had to remove my IV so I could run and throw up in the nearest bathroom. This rude woman blocked my entrance to the toilet and held a plastic bag for me to throw up into. I couldn't speak OBVIOUSLY-duh, so I had to go around her rude road block. It actually felt like such a relief to rid myself of these acute toxins from my belly. That day was the 1st time the OB-GYN came in to discuss my other problem currently haunting my womanly organs. Well, I am just a little more aware of my weight as I have now heard the real news that I have gained a new pet donkey, and lost my feeling of self control and this feels scary to me. Lastly, I am actually feeling more goal oriented to be careful of what I place into my mouth  and I'm sure I will be relapsing into a full fledged case of restricting behavior. I'm sure I will feel much better when the local pools re-open, and when I find a gym to tone and sculpt my muscles which were in great form just a year and a half ago.Oh well for now. The bitter Truth is Not sweet 4 me. The truth about my Covid weight gain feels like a fulcrum in my attempt to get healthy. Once I get the Go Ahead from the recreational facilities in my local area, I will be exercising once again.I hope that you all are working on your plans for achieving a healthier YOU and keep up the great work....",Annet,"Sat,07/10/2021-6:20pm","Hi 2Healthy4me,","I am sorry to hear about your health problems. However, it is good that the doctor found you well.
I do hate going to any type of doctor but the ob-gyn is the one I fear the most.
Please do not get frustrated due to your current weight. Life is too short to live by being slaves of what we eat or how much we work out. The best here is to live your life, create your own memories and to send our ED to the back seat. Whatever weight you may have that is more than your ""healthy weight"" will eventually go once you resume your normal activities. Please avoid going into restriction because we all know, we do not get anything good from it.Hugs
Annet",2Healthy4me,"Sat,07/10/2021-6:35pm",Thanks for the positive feedback,"I will try my best....But, sometimes my best isn't always good enough.....",Tryingtoheal,"Mon,07/12/2021-7:02pm",Thank you ,Moderators.  It is appreciated.,JustLikeAnyOther,"Thu,07/15/2021-4:33pm",I am sorry to hear that you,I am sorry to hear that you had a bad experience.,Gaulithan,"Wed,09/29/2021-1:25pm",That doesn't sound very good.,"That doesn't sound very good. I'm sorry you had to go through all that horror. I can relate to being overweight. I'm not having the easiest time in my life right now, and my period hasn't come in almost two months. So I decided to make an appointment with a gynecologist to find out the problem and what's wrong. Of course, I guess that this happened because of stress in my life, and all the bad things that happened in one period greatly affected my body. I want to solve this problem somehow. Thank you for sharing yours with us.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2Healthy4me,09/23/2021,I Finally Returned to My Onsite Job Today,"I felt anxious before checking for my day's work assignment.I checked and just when I thought I had not seen any jobs for the day, I found one that fit my schedule today.I found that in order to feel full,  and energetic, I must eat breakfast,  at least 1.5 hrs before I leave for work. I also take vitamins and a supplement. I am slowly increasing my supplement month by month. Then when I walk at night, before dinner.When I arrive home, usually this is dinner time.I feel so tired straight through my walk,I think I have self induced TMJ now.Oh well, gotta go chew my gum.Bye, take care all of you forum writers.  4 blocks round my neighborhood. I chew a super minty gum until my jaw can't chew no more...I chew gum at both of my jobs too.I am adhering to my choice of healthy meals, and watch Netflixfor the rest of the evening, after work from my PM retail job.I am now going to bed earlier, than during Covid Recess.My lights are out by 10PM, and I'm sleeping well for now.I still have 2 totally different jobs, and lots to workis a good thing for my ""Living Budget"".",2Healthy4me,"Sun,09/26/2021-8:53pm","Ok, thanks..................",I 'll try harder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Fidget1087 ,09/18/2021,Resources for financial assistance for treatment,"I'm currently experiencing a full relapse of anorexia. My doctor has stated that at this point in my illness, it would be best for me to seek inpatient treatment. However, I am self employed (I teach piano) and if I take 3-4 weeks, I don't get paid. On top of that, my husband makes very little. We can only just afford bills as it is. I'm exploring intensive outpatient as an option as well, but even that would interrupt my schedule for teaching. No matter what way we go, it's looking to be difficult for us to afford the level of care I need. I'm overwhelmed and depressed and don't know what to do. Does anybody know if there is any sort of financial assistance that exists for inpatient treatment. We do have insurance, but I don't think it would cover much of it. Thanks in advance.",2Healthy4me,"Sat,09/25/2021-5:21pm",A New Job with Benefits ................,"seems like an obvious solution, ha?
Then there's always the college route and student insurance.
Perhaps use video therapy appointments;
they are more convenient for your available times.
There has got to be a way you can deal with your ED situation.
I wish you Good Luck in your RECOVERY.
Take 1 Day at a Time...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,littlelemontree,09/23/2021,Doubting diagnosis in extreme hunger,"Hi everyone! First of all, this is my first post, so I'm not really sure how to put this. I was diagnosed with anorexia this year, and have suffered similar episodes in the past. This relapse was by far the worst, and I am now trying to recover. As soon as I started to increase my meal plan with my dietitians recommendations, I started experiencing extreme hunger. I try to honor the hunger and eat more, but when I do this, a voice in my head tells me that because I am ""giving in"" to extreme hunger, I can't really have an ED, and that the diagnosis must be false. I am not sure if this makes sense... Does anyone else feel this way? Of course, I KNOW that starting recovery doesn't mean I was never sick, but I feel like I'm ""giving in"" to this hunger too easily. I'm just looking for support or anyone else who has experienced similar feelings...",kcporter6,"Fri,09/24/2021-8:42pm",Littlelemontree,"I was there about 9 months ago. I was forced into recovery in a way, but there was no one holding me accountable. Despite that I ate a lot of food during extreme hunger with little compensation, so I gained all the weight back and then some. I felt like and still do sometimes, “maybe I wasn’t really anorexic, I was just exaggerating” because I wasn’t thin enough, I binged and purged during my anorexia instead of restriction and exercise. And I had people tell me I was definitely dealing with an eating disorder, but I never got a professional diagnosis, so I continued to doubt myself. Af the end of the day, I know you have heard it 1000 times before, the severity has nothing to do with anything physical, if it causes you stress or pain or whatever, it deserves to be healed. I spent months trying to go back to the original behaviors, but I never could maintain it, and I hated myself because if it was so effortless to eat again, then I never was sick. Over time, this feeling has faded for me, mostly because it’s just useless to keep ruminating and it stresses me out. The best things I can recommend is literally just validating yourself. I would’ve thought that is SO STUPID, but you hear something enough like “you are sick enough and you deserve help” you eventually start to listen. Now, 8 months later, I’m starting to return to a normal life with regular eating and normal people things like college and jobs. So I guess it does get better :)",littlelemontree,"Sat,09/25/2021-9:43am",Thank you for your,Thank you for your wonderfully kind response :) it makes me feel a lot better knowing that someone else has gone through something similar and that it does get better... I really appreciate your reply and resonate with what you've said. thank you :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
